texto,categoria,urgencia
"Interpongo reclamo formal por incumplimiento en pagos en línea, del cual adjunto pruebas documentales, y exijo respuesta en los términos legales.",Reclamo,Alta
Deberían mejorar esto.,Sugerencia,Baja
"Con el ánimo de contribuir al mejoramiento institucional, propongo que se revisen los procedimientos de tiempos de entrega para hacerlos más eficientes.",Sugerencia,Media
Nunca había tenido que hacer los turnos de atención y no sé por dónde empezar. ¿Hay alguien que me pueda guiar paso a paso?,Petición,Baja
Necesito orientación sobre facturación.,Petición,Baja
"En mi calidad de usuario activo, solicito que se me expida constancia relacionada con la plataforma web, requerida con carácter urgente.",Petición,Baja
"El personal de el proceso de inscripción me dio información incorrecta que me hizo perder tiempo y dinero. Cuando volví a reclamar, el funcionario fue muy grosero.",Queja,Alta
"Me permito solicitar de manera formal el acceso a el portal estudiantil, de acuerdo con los derechos que me asisten como ciudadano.",Petición,Baja
"Como usuario frecuente, noto que la carnetización genera muchas confusiones. Sugiero crear una guía paso a paso disponible en la página web y en físico en las instalaciones.",Sugerencia,Media
Ya se pasó el plazo que me dieron para resolver el sistema de citas y siguen sin cumplir.,Reclamo,Alta
Llevamos meses esperando.,Reclamo,Alta
"Sería buenísimo que mejoraran el proceso de inscripción, todos los usuarios se quejan de lo mismo.",Sugerencia,Media
"Sugiero se contemple la posibilidad de digitalizar el portal estudiantil, lo cual reduciría costos operativos y mejoraría la satisfacción del usuario.",Sugerencia,Baja
"Como usuario frecuente, noto que la renovación de documentos genera muchas confusiones. Sugiero crear una guía paso a paso disponible en la página web y en físico en las instalaciones.",Sugerencia,Media
"Buenas, quisiera saber si es posible conseguir un certificado de trámites académicos esta semana.",Petición,Baja
Llevo esperando semanas por pagos en línea.,Queja,Media
Mi empleador me pide un documento de los turnos de atención para renovar mi contrato. ¿Cuánto tiempo tarda el trámite y qué debo presentar?,Petición,Baja
"Interpongo reclamo formal por incumplimiento en el servicio técnico, del cual adjunto pruebas documentales, y exijo respuesta en los términos legales.",Reclamo,Alta
Mi empleador me pide un documento de el servicio técnico para renovar mi contrato. ¿Cuánto tiempo tarda el trámite y qué debo presentar?,Petición,Media
"Por favor envíenme la información sobre mi trámite cuanto antes, ya debería haber llegado hace días.",Petición,Baja
Llevo esperando semanas por pagos en línea.,Queja,Media
"Llevo 1 semanas con este problema de el sistema de pagos y nadie hace nada, es desesperante.",Queja,Media
"Me veo en la necesidad de expresar formalmente mi descontento con la línea de atención telefónica, cuya gestión ha sido inapropiada e ineficiente.",Queja,Baja
Reclamo formal por certificados. Adjunto pruebas.,Reclamo,Alta
"Esto es un robo, me cobraron de más en el sistema de pagos y llevan 2 semanas sin devolverme el dinero.",Reclamo,Alta
Llevo esperando semanas por certificados.,Queja,Media
"El personal de el área de nómina me dio información incorrecta que me hizo perder tiempo y dinero. Cuando volví a reclamar, el asesor fue muy grosero.",Queja,Media
Sería útil simplificar la línea de atención telefónica.,Sugerencia,Baja
Requiero certificado de pagos en línea.,Petición,Baja
"Elevo queja formal por el trato inadecuado recibido en la carnetización, el cual no corresponde con los estándares de calidad prometidos.",Queja,Media
Hace 1 meses tuve un problema con el proceso de inscripción que causó un perjuicio económico directo. He seguido el conducto regular y no he obtenido ninguna respuesta formal.,Reclamo,Alta
Sugiero mejorar el portal estudiantil para mayor eficiencia.,Sugerencia,Baja
"Hago constar mi malestar ante la falta de respuesta oportuna en el servicio técnico, situación que se ha prolongado de manera injustificada.",Queja,Media
Llevamos meses esperando.,Reclamo,Alta
"Elevo queja formal por el trato inadecuado recibido en el área de nómina, el cual no corresponde con los estándares de calidad prometidos.",Queja,Media
"Reclamo formalmente la prestación adecuada de certificados según el contrato suscrito, el cual no ha sido cumplido en sus términos.",Reclamo,Alta
Sería útil simplificar la renovación de documentos.,Sugerencia,Baja
Los adultos mayores tienen muchas dificultades con la renovación de documentos. Propongo un módulo de atención preferencial con personal capacitado para este grupo.,Sugerencia,Baja
Sería útil simplificar la app móvil.,Sugerencia,Baja
Pésimo servicio en facturación.,Queja,Baja
Por fabor necesito información de mis tramites lo antes posible.,Petición,Baja
"En mi calidad de usuario activo, solicito que se me expida constancia relacionada con los turnos de atención, requerida con carácter urgente.",Petición,Baja
"Esto es un robo, me cobraron de más en certificados y llevan 2 semanas sin devolverme el dinero.",Reclamo,Alta
Sin respuesta desde hace días sobre el área de nómina.,Queja,Media
"Hago constar mi malestar ante la falta de respuesta oportuna en el portal estudiantil, situación que se ha prolongado de manera injustificada.",Queja,Media
Me prometieron que la plataforma web estaría resuelto en 4 días hábiles. Ya van 4 meses y el problema persiste. Voy a escalar a los organismos de control si no hay respuesta esta semana.,Reclamo,Media
Necesito orientación sobre el sistema de pagos.,Petición,Baja
Sería útil simplificar el portal estudiantil.,Sugerencia,Media
"Francamente el área de nómina está muy mal organizado, uno pierde el día entero aquí sin resultado.",Queja,Media
"Elevo queja formal por el trato inadecuado recibido en el sistema de citas, el cual no corresponde con los estándares de calidad prometidos.",Queja,Baja
"Oigan, ¿dónde puedo hacer el trámite de la línea de atención telefónica? La página no lo explica bien.",Petición,Baja
Me citaron a las 8am para la renovación de documentos y no me atendieron hasta las 12:30pm sin ninguna explicación sobre la demora. Perdí medio día de trabajo.,Queja,Media
El personal encargado de el portal estudiantil es muy poco amable y no sabe lo que hace.,Queja,Alta
Llevo 7 meses esperando solución a el sistema de pagos.,Reclamo,Alta
Sería útil simplificar los trámites de matrícula.,Sugerencia,Media
Llevo 4 semanas intentando entender el procedimiento para la renovación de documentos. He revisado la página pero la información está desactualizada.,Petición,Media
¿Cómo accedo a la app móvil?,Petición,Baja
"Interpongo reclamo formal por incumplimiento en atención al cliente, del cual adjunto pruebas documentales, y exijo respuesta en los términos legales.",Reclamo,Media
¿Cuándo me van a responder?,Petición,Baja
Recomiendo revisar los tiempos en devoluciones.,Sugerencia,Media
Llevo 1 semanas intentando entender el procedimiento para facturación. He revisado la página pero la información está desactualizada.,Petición,Baja
Necesito orientación sobre la línea de atención telefónica.,Petición,Baja
"Elevo queja formal por el trato inadecuado recibido en el sistema de pagos, el cual no corresponde con los estándares de calidad prometidos.",Queja,Media
"Buenas, quisiera saber si es posible conseguir un certificado de los turnos de atención esta semana.",Petición,Baja
"Fui a realizar devoluciones y el asesor me atendió de mala manera, no escuchó mis explicaciones y me dijo que volviera otro día sin justificación.",Queja,Alta
"Como usuario frecuente, noto que devoluciones genera muchas confusiones. Sugiero crear una guía paso a paso disponible en la página web y en físico en las instalaciones.",Sugerencia,Baja
¿Alguien me puede decir por qué mi solicitud lleva tanto tiempo sin respuesta? Solo quiero saber el estado.,Petición,Media
"Elevo queja formal por el trato inadecuado recibido en la carnetización, el cual no corresponde con los estándares de calidad prometidos.",Queja,Media
¿Cuándo me van a responder?,Petición,Baja
"Exijo que me devuelvan mi plata por los trámites de matrícula, ya pagué y no recibí nada de lo prometido.",Reclamo,Alta
"Fui a renovar mi carnet, me dijeron que volviera en una semana, volví y me dijeron que no había sistema. Tercera vez que voy y sigo sin renovarlo.",Queja,Alta
Pido información actualizada sobre la renovación de documentos.,Petición,Baja
"Hola, ¿me pueden ayudar con información sobre el sistema de citas? No sé muy bien a quién dirigirme.",Petición,Media
"Buenas, quisiera saber si es posible conseguir un certificado de el sistema de citas esta semana.",Petición,Baja
"Elevo propuesta de mejora para la app móvil, considerando que su optimización beneficiaría a un gran número de usuarios.",Sugerencia,Baja
Firmé un contrato que garantizaba ciertos estándares en devoluciones. Desde el primer día el servicio ha sido deficiente y nadie asume responsabilidad.,Reclamo,Alta
"Me prometieron solucionar la renovación de documentos en 7 días y ya van 7 semanas, esto no puede seguir así.",Reclamo,Alta
He observado que la plataforma web tiene cuellos de botella en horas pico. Una solución sería habilitar citas virtuales para descongestionar la atención presencial.,Sugerencia,Media
¿Cómo accedo a devoluciones?,Petición,Media
"Elevo propuesta de mejora para la plataforma web, considerando que su optimización beneficiaría a un gran número de usuarios.",Sugerencia,Media
"Francamente atención al cliente está muy mal organizado, uno pierde el día entero aquí sin resultado.",Queja,Media
Solicito información sobre facturación.,Petición,Baja
Ya se pasó el plazo que me dieron para resolver devoluciones y siguen sin cumplir.,Reclamo,Alta
Sería útil simplificar el sistema de pagos.,Sugerencia,Baja
El personal fue amable pero el proceso tardó cuatro horas para algo que debería durar veinte minutos. Creo que hay algo que mejorar.,Sugerencia,Baja
"Llevo meses esperando respueta y nadie me contacta, esto es injusto.",Reclamo,Alta
"Elevo propuesta de mejora para el sistema de citas, considerando que su optimización beneficiaría a un gran número de usuarios.",Sugerencia,Media
Soy estudiante de último semestre y necesito tramitar la renovación de documentos antes del 2 de diciembre para poder graduarme. ¿Cuál es el proceso?,Petición,Baja
"Elevo queja formal por el trato inadecuado recibido en la app móvil, el cual no corresponde con los estándares de calidad prometidos.",Queja,Media
Propongo más capacitación del personal en la app móvil.,Sugerencia,Media
"Oigan, ¿dónde puedo hacer el trámite de los turnos de atención? La página no lo explica bien.",Petición,Baja
Realicé el pago en línea pero el sistema no me generó el recibo. Necesito ese comprobante para continuar con mi trámite.,Petición,Baja
Propongo digitalizar devoluciones.,Sugerencia,Baja
Propongo digitalizar la carnetización.,Sugerencia,Baja
"En mi calidad de usuario activo, solicito que se me expida constancia relacionada con certificados, requerida con carácter urgente.",Petición,Media
Requiero certificado de la app móvil.,Petición,Baja
"Exijo el cumplimiento de lo acordado en el portal estudiantil. Han transcurrido 5 meses sin respuesta, lo cual constituye un incumplimiento contractual.",Reclamo,Alta
